name,host_id,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
Rental unit in Chicago · ★3.50 · Studio · 1 bed · 1 bath,377947515,Zen,f,"Chicago, Illinois, United States",Hyde Park,1,$54.00,3.5
Rental unit in Chicago · ★4.68 · 1 bedroom · 1 bed · 1 bath,458971964,Rich,t,"Chicago, Illinois, United States",Lake View,1,$54.00,4.68
Rental unit in Chicago · ★4.79 · 3 bedrooms · 3 beds · 2 baths,459457994,Jean,t,"Chicago, Illinois, United States",Avondale,3,$50.00,4.79
Rental unit in Chicago · ★4.72 · 1 bedroom · 1 bed · 1 bath,458971964,Rich,t,"Chicago, Illinois, United States",Lake View,1,$49.00,4.72
Rental unit in Chicago · ★4.93 · 2 bedrooms · 2 beds · 2 baths,459457994,Jean,t,"Chicago, Illinois, United States",Avondale,2,$55.00,4.93
Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,458971964,Rich,t,"Chicago, Illinois, United States",Lake View,1,$42.00,4.89
Rental unit in Chicago · ★4.92 · Studio · 1 bed · 1 bath,458968716,Luanne,t,"Chicago, Illinois, United States",Lake View,1,$52.00,4.92
Rental unit in Chicago · ★4.74 · 1 bedroom · 1 bed · 1 bath,459616862,Shaun,t,"Chicago, Illinois, United States",Lake View,1,$50.00,4.74
Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,459457994,Jean,t,"Chicago, Illinois, United States",Lake View,1,$45.00,4.89
Rental unit in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 bath,458968716,Luanne,t,"Chicago, Illinois, United States",Lake View,1,$48.00,4.97
Rental unit in Chicago · ★4.85 · 2 bedrooms · 3 beds · 1 bath,459240409,Julien,t,"Chicago, Illinois, United States",Lake View,3,$52.00,4.85
Rental unit in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,458971964,Rich,t,"Chicago, Illinois, United States",Lake View,2,$56.00,4.76
Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 bath,458968716,Luanne,t,"Chicago, Illinois, United States",Lincoln Square,1,$52.00,4.88
Rental unit in Chicago · ★4.62 · 1 bedroom · 1 bed · 1 bath,459616862,Shaun,t,"Chicago, Illinois, United States",Lake View,1,$50.00,4.62
Rental unit in Chicago · ★4.91 · 2 bedrooms · 2 beds · 1 bath,459240409,Julien,t,"Chicago, Illinois, United States",Lake View,2,$53.00,4.91
Rental unit in Chicago · ★4.87 · Studio · 1 bed · 1 bath,459457994,Jean,t,"Chicago, Illinois, United States",Lake View,1,$52.00,4.87
Rental unit in Chicago · ★4.81 · Studio · 1 bed · 1 bath,459616862,Shaun,t,"Chicago, Illinois, United States",Lake View,1,$52.00,4.81
Home in Chicago · ★4.74 · 4 bedrooms · 6 beds · 3.5 baths,243035563,Studebecker,f,"Chicago, Illinois, United States",Near North Side,6,$591.00,4.74
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",West Town,1,$119.00,4.0
Home in Chicago · ★4.73 · 4 bedrooms · 6 beds · 2.5 baths,243035563,Studebecker,f,"Chicago, Illinois, United States",Near North Side,6,$549.00,4.73
Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 1 bath,536586,Cheri,t,"Chicago, Illinois, United States",Hermosa,3,$130.00,4.88
Home in Chicago · ★4.85 · 5 bedrooms · 7 beds · 3.5 baths,243035563,Studebecker,f,"Chicago, Illinois, United States",Near North Side,7,$591.00,4.85
Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,226582852,Jane And Kris,f,"Chicago, Illinois, United States",New City,1,$26.00,4.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,226582852,Jane And Kris,f,"Chicago, Illinois, United States",New City,1,$25.00,5.0
Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,2,$169.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near South Side,1,$105.00,0
Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,2,$160.00,0
Townhouse in Chicago · ★4.94 · 3 bedrooms · 3 beds · 3 baths,71488,Doug,f,"Chicago, Illinois, United States",West Town,3,$592.00,4.94
Rental unit in Chicago · ★4.50 · 2 bedrooms · 4 beds · 1 bath,112934234,Tonja,f,"Chicago, Illinois, United States",Humboldt Park,4,$126.00,4.5
Rental unit in Chicago · ★4.53 · 2 bedrooms · 3 beds · 1 bath,87355152,Dario,f,"Chicago, Illinois, United States",Humboldt Park,3,$68.00,4.53
Rental unit in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 bath,356154157,Jessie,t,"Chicago, Illinois, United States",Edgewater,1,$52.00,4.82
Rental unit in Chicago · Studio · 1 bed · 1 bath,75023001,Stephanie,f,"Chicago, Illinois, United States",New City,1,$175.00,5.0
Rental unit in Chicago · ★4.83 · Studio · 1 bed · 1 bath,356154157,Jessie,t,"Chicago, Illinois, United States",Uptown,1,$54.00,4.83
Condo in Chicago · ★4.92 · 1 bedroom · 3 beds · 1 bath,49384115,Michael,t,"Chicago, Illinois, United States",Albany Park,3,$103.00,4.92
Rental unit in Chicago · ★4.92 · 4 bedrooms · 5 beds · 2 baths,143044138,Johnie,t,"Chicago, Illinois, United States",Irving Park,5,$159.00,4.92
Rental unit in Chicago · ★4.73 · 2 bedrooms · 2 beds · 1 bath,327709604,Kara And Alex,t,"Chicago, Illinois, United States",Rogers Park,2,$50.00,4.73
Rental unit in Chicago · ★4.67 · 2 bedrooms · 2 beds · 1 bath,327709604,Kara And Alex,t,"Chicago, Illinois, United States",Rogers Park,2,$50.00,4.67
Home in Chicago · 1 bedroom · 3 beds · 1.5 shared baths,470462049,Robert,t,"Chicago, Illinois, United States",Lincoln Park,3,$80.00,0
Guest suite in Chicago · ★4.75 · 2 bedrooms · 2 beds · 2 baths,22055367,Maria,f,"Chicago, Illinois, United States",Douglas,2,$150.00,4.75
Rental unit in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,157235585,Abia,t,"Chicago, Illinois, United States",Irving Park,3,$84.00,5.0
Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 bath,70332680,Lina,t,"Chicago, Illinois, United States",West Town,1,$99.00,4.83
Townhouse in Chicago · ★4.07 · 3 bedrooms · 5 beds · 3 baths,434462119,GOATstays,f,"Chicago, Illinois, United States",Uptown,5,$119.00,4.07
Rental unit in Chicago · ★4.0 · 3 bedrooms · 3 beds · 2 baths,434462119,GOATstays,f,"Chicago, Illinois, United States",West Town,3,$87.00,4.0
Home in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,471748171,Elizabeth,t,"Chicago, Illinois, United States",Irving Park,2,$145.00,5.0
Rental unit in Chicago · ★4.73 · 2 bedrooms · 3 beds · 2 baths,395498979,Milan,t,"Chicago, Illinois, United States",Near South Side,3,$149.00,4.73
Rental unit in Chicago · ★4.16 · 1 bedroom · 1 bed · 1 bath,377947515,Zen,f,"Chicago, Illinois, United States",Hyde Park,1,$58.00,4.16
Condo in Chicago · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,94706541,Polina,t,"Chicago, Illinois, United States",Logan Square,1,$75.00,4.86
Rental unit in Chicago · ★4.83 · 1 bedroom · 2 beds · 1 bath,327935979,Erick,t,"Chicago, Illinois, United States",Lower West Side,2,$142.00,4.83
Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,1,$78.00,0
Home in Chicago · 1 bedroom · 1 bed · 1 shared bath,430969124,Paz,t,"Chicago, Illinois, United States",West Lawn,1,$36.00,0
Rental unit in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,407186551,Johanna,t,"Chicago, Illinois, United States",Chicago Lawn,2,$127.00,4.79
Guest suite in Chicago · ★4.69 · 4 bedrooms · 5 beds · 2 baths,40996938,Kunal,f,"Chicago, Illinois, United States",West Town,5,$200.00,4.69
Condo in Chicago · 6 bedrooms · 9 beds · 4 baths,277460072,Arsène,f,"Chicago, Illinois, United States",Washington Park,9,$615.00,4.0
Serviced apartment in Chicago · ★4.90 · 2 bedrooms · 2 beds · 1 bath,472091759,Ashley,t,"Chicago, Illinois, United States",Chatham,2,$148.00,4.9
Rental unit in Chicago · ★4.95 · 2 bedrooms · 4 beds · 1.5 baths,53858036,Zainab,t,"Chicago, Illinois, United States",Kenwood,4,$199.00,4.95
Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,2,$142.00,0
Rental unit in Chicago · ★4.92 · 3 bedrooms · 4 beds · 2 baths,395498979,Milan,t,"Chicago, Illinois, United States",Near South Side,4,$381.00,4.92
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$142.00,0
Rental unit in Chicago · 3 bedrooms · 3 beds · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,3,$138.00,5.0
Rental unit in Chicago · ★4.85 · Studio · 1 bed · 1 bath,420690384,Hanzel And Reese,t,"Chicago, Illinois, United States",Uptown,1,$53.00,4.85
Rental unit in Chicago · ★4.75 · Studio · 1 bed · 1 bath,459457994,Jean,t,"Chicago, Illinois, United States",Portage Park,1,$49.00,4.75
Rental unit in Chicago · ★4.45 · 2 bedrooms · 3 beds · 1 bath,36454501,Annyce,f,"Chicago, Illinois, United States",Douglas,3,$158.00,4.45
Condo in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,208239526,Maureen,t,"Chicago, Illinois, United States",South Shore,2,$182.00,5.0
Rental unit in Chicago · ★5.0 · 2 bedrooms · 3 beds · 1 bath,469122810,Aubrey,t,"Chicago, Illinois, United States",Lower West Side,3,$85.00,5.0
Rental unit in Chicago · ★4.38 · 1 bedroom · 1 bed · 1.5 shared baths,38605694,Denzel,f,"Chicago, Illinois, United States",Fuller Park,1,$39.00,4.38
Rental unit in Chicago · ★4.58 · 3 bedrooms · 4 beds · 2 baths,243035563,Studebecker,f,"Chicago, Illinois, United States",Near South Side,4,$171.00,4.58
Rental unit in Chicago · 1 bedroom · 2 beds · 2 shared baths,2907254,Joe,f,"Chicago, Illinois, United States",West Ridge,2,$55.00,0
Rental unit in Chicago · ★4.93 · 3 bedrooms · 4 beds · 2 baths,457835507,Patricia,t,"Chicago, Illinois, United States",Near South Side,4,$405.00,4.93
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,1,$108.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,113396408,Nora,t,"Chicago, Illinois, United States",Portage Park,1,$65.00,5.0
Rental unit in Chicago · ★4.82 · 3 bedrooms · 4 beds · 2 baths,243035563,Studebecker,f,"Chicago, Illinois, United States",Near South Side,4,$171.00,4.82
Rental unit in Chicago · ★4.12 · 3 bedrooms · 3 beds · 2 baths,47172572,Zencity,f,"Chicago, Illinois, United States",Lower West Side,3,$85.00,4.12
Condo in Chicago · ★4.50 · 3 bedrooms · 4 beds · 2 baths,277460072,Arsène,f,"Chicago, Illinois, United States",Washington Park,4,$237.00,4.5
Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,458968716,Luanne,t,"Chicago, Illinois, United States",Lincoln Square,2,$59.00,4.75
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$164.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$165.00,0
Townhouse in Chicago · 3 bedrooms · 3 beds · 2 baths,4768276,Robert,f,"Chicago, Illinois, United States",Lincoln Park,3,$300.00,0
Rental unit in Chicago · ★4.74 · 3 bedrooms · 3 beds · 2 baths,327131692,David,t,"Chicago, Illinois, United States",Woodlawn,3,$127.00,4.74
Condo in Chicago · ★4.97 · Studio · 2 beds · 1 bath,420230628,Cody,t,"Chicago, Illinois, United States",Near West Side,2,$158.00,4.97
Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 2 baths,327709604,Kara And Alex,t,"Chicago, Illinois, United States",Near West Side,2,$53.00,4.87
Rental unit in Chicago · ★4.72 · 3 bedrooms · 3 beds · 2 baths,243035563,Studebecker,f,"Chicago, Illinois, United States",Near South Side,3,$158.00,4.72
Townhouse in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,389492778,Toy,f,"Chicago, Illinois, United States",Bridgeport,2,$88.00,5.0
Hotel in Chicago · ★4.36 · 1 bedroom · 2 beds · 1 bath,174792040,RoomPicks By Victoria,f,"Chicago, Illinois, United States",Near North Side,2,$103.00,4.36
Rental unit in Chicago · ★4.64 · 4 bedrooms · 4 beds · 2 baths,327709604,Kara And Alex,t,"Chicago, Illinois, United States",West Town,4,$57.00,4.64
Rental unit in Chicago · ★4.76 · 4 bedrooms · 4 beds · 2.5 baths,327709604,Kara And Alex,t,"Chicago, Illinois, United States",West Town,4,$52.00,4.76
Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,148973907,Mia & Noah,t,"Chicago, Illinois, United States",Albany Park,2,$52.00,4.88
Rental unit in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,148973907,Mia & Noah,t,"Chicago, Illinois, United States",Lake View,2,$52.00,4.79
Rental unit in Chicago · ★4.76 · 1 bedroom · 1 bed · 1 bath,148973907,Mia & Noah,t,"Chicago, Illinois, United States",Lake View,1,$50.00,4.76
Rental unit in Chicago · ★4.85 · 3 bedrooms · 5 beds · 1 bath,150639375,Federico,t,"Chicago, Illinois, United States",Logan Square,5,$77.00,4.85
Rental unit in Chicago · ★4.69 · 3 bedrooms · 5 beds · 2.5 baths,445903262,ChicagoBnBs,t,"Chicago, Illinois, United States",West Town,5,$148.00,4.69
Condo in Chicago · ★4.91 · 3 bedrooms · 4 beds · 1 bath,53986909,Ola,t,"Chicago, Illinois, United States",Lake View,4,$150.00,4.91
Rental unit in Chicago · ★4.81 · Studio · 1 bed · 1 bath,440050189,Betty And Gab,t,"Chicago, Illinois, United States",Uptown,1,$52.00,4.81
Rental unit in Chicago · ★4.89 · Studio · 1 bed · 1 bath,440050189,Betty And Gab,t,"Chicago, Illinois, United States",Uptown,1,$50.00,4.89
Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,148973907,Mia & Noah,t,"Chicago, Illinois, United States",Lake View,1,$50.00,4.89
Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,2,$152.00,0
Rental unit in Chicago · ★4.73 · 3 bedrooms · 3 beds · 1 bath,287563603,Saif,f,"Chicago, Illinois, United States",Logan Square,3,$133.00,4.73
Condo in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,13810509,Kevin,f,"Chicago, Illinois, United States",Rogers Park,2,$75.00,5.0
Rental unit in Chicago · ★4.98 · 2 bedrooms · 3 beds · 1 bath,32205653,Heather,t,"Chicago, Illinois, United States",Irving Park,3,$120.00,4.98
Home in Chicago · ★4.79 · 3 bedrooms · 3 beds · 2 baths,105338956,James,t,"Chicago, Illinois, United States",Edgewater,3,$307.00,4.79
Rental unit in Chicago · ★5.0 · 2 bedrooms · 4 beds · 2 baths,25965083,Albert,t,"Chicago, Illinois, United States",Bridgeport,4,$161.00,5.0
Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 bath,356154157,Jessie,t,"Chicago, Illinois, United States",Rogers Park,1,$52.00,4.87
Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,60777581,Sara,t,"Chicago, Illinois, United States",West Town,2,$82.00,5.0
Rental unit in Chicago · ★4.74 · 3 bedrooms · 3 beds · 1 bath,356154157,Jessie,t,"Chicago, Illinois, United States",Rogers Park,3,$49.00,4.74
Rental unit in Chicago · ★4.94 · Studio · 1 bed · 1 bath,440050189,Betty And Gab,t,"Chicago, Illinois, United States",Uptown,1,$52.00,4.94
Rental unit in Chicago · ★4.80 · 2 bedrooms · 3 beds · 2 baths,395498979,Milan,t,"Chicago, Illinois, United States",Near South Side,3,$149.00,4.8
Rental unit in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,356154157,Jessie,t,"Chicago, Illinois, United States",Rogers Park,2,$54.00,4.76
Rental unit in Chicago · 3 bedrooms · 3 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,3,$103.00,5.0
Condo in Chicago · Studio · 1 bed · 1 bath,98193524,Mary And JW,t,"Chicago, Illinois, United States",Loop,1,$88.00,0
Rental unit in Chicago · ★4.87 · 3 bedrooms · 4 beds · 2 baths,470365865,James,t,"Chicago, Illinois, United States",Lake View,4,$213.00,4.87
Condo in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,211206098,Ramon,t,"Chicago, Illinois, United States",Logan Square,2,$126.00,4.87
Townhouse in Chicago · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,73114817,Leonid,f,"Chicago, Illinois, United States",West Garfield Park,1,$40.00,4.67
Rental unit in Chicago · ★4.83 · Studio · 1 bed · 1 bath,191522990,Nala & Owen,t,"Chicago, Illinois, United States",Uptown,1,$57.00,4.83
Rental unit in Chicago · ★4.93 · 2 bedrooms · 2 beds · 1 bath,426630419,Sam,t,"Chicago, Illinois, United States",North Center,2,$189.00,4.93
Home in Chicago · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,17458809,Kriselda,t,"Chicago, Illinois, United States",Lower West Side,4,$769.00,5.0
Guesthouse in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 bath,47512323,Jimmy & Caitlin,t,"Chicago, Illinois, United States",Irving Park,1,$91.00,4.82
Condo in Chicago · ★5.0 · 3 bedrooms · 3 beds · 2 baths,24388042,DeLuxe,t,"Chicago, Illinois, United States",Albany Park,3,$187.00,5.0
Condo in Chicago · ★4.98 · 3 bedrooms · 3 beds · 2.5 baths,264175196,George,t,"Chicago, Illinois, United States",Near North Side,3,$350.00,4.98
Home in Chicago · ★5.0 · 4 bedrooms · 6 beds · 3 baths,164878724,David,t,"Chicago, Illinois, United States",Garfield Ridge,6,$462.00,5.0
Rental unit in Chicago · ★4.86 · 1 bedroom · 1 bed · 1 bath,191522990,Nala & Owen,t,"Chicago, Illinois, United States",Uptown,1,$56.00,4.86
Rental unit in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 bath,191522990,Nala & Owen,t,"Chicago, Illinois, United States",Uptown,1,$56.00,4.84
Rental unit in Chicago · ★4.76 · Studio · 1 bed · 1 bath,459240409,Julien,t,"Chicago, Illinois, United States",Portage Park,1,$49.00,4.76
Rental unit in Chicago · ★4.87 · 5 bedrooms · 7 beds · 2 baths,66223998,Rafael,t,"Chicago, Illinois, United States",Logan Square,7,$141.00,4.87
Home in Chicago · ★4.82 · 2 bedrooms · 3 beds · 2 baths,212313279,Nicole And Matt,t,"Chicago, Illinois, United States",Lincoln Park,3,$156.00,4.82
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near West Side,1,$121.00,0
Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$75.00,0
Rental unit in Chicago · ★4.74 · 3 bedrooms · 3 beds · 3 baths,67751745,Brett,f,"Chicago, Illinois, United States",Near North Side,3,$299.00,4.74
Rental unit in Chicago · ★4.85 · 2 bedrooms · 5 beds · 1 bath,79579621,Jenny,t,"Chicago, Illinois, United States",Portage Park,5,$105.00,4.85
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$156.00,5.0
Rental unit in Chicago · ★4.44 · 1 bedroom · 1 bed · 1 bath,327531212,Christina,f,"Chicago, Illinois, United States",Edgewater,1,$135.00,4.44
Rental unit in Chicago · ★4.66 · 3 bedrooms · 3 beds · 3 baths,37095719,Ben,f,"Chicago, Illinois, United States",Near North Side,3,$299.00,4.66
Condo in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,60361495,Ron,t,"Chicago, Illinois, United States",Lake View,1,$60.00,4.82
Rental unit in Chicago · ★4.95 · 3 bedrooms · 3 beds · 1 bath,10713688,Matthew,t,"Chicago, Illinois, United States",West Town,3,$258.00,4.95
Home in Chicago · ★4.98 · 4 bedrooms · 4 beds · 3.5 baths,19645168,Brandon,f,"Chicago, Illinois, United States",Irving Park,4,$324.00,4.98
Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$111.00,0
Townhouse in Chicago · ★5.0 · 2 bedrooms · 4 beds · 2 baths,174827449,Hien,f,"Chicago, Illinois, United States",West Town,4,$167.00,5.0
Condo in Chicago · 2 bedrooms · 3 beds · 1 bath,115875633,Kayla,f,"Chicago, Illinois, United States",Woodlawn,3,$118.00,0
Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,5461480,Amanda,t,"Chicago, Illinois, United States",Logan Square,2,$118.00,5.0
Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Near South Side,2,$225.00,0
Loft in Chicago · 1 bedroom · 2 beds · 1 bath,209279064,Rudy,f,"Chicago, Illinois, United States",Near South Side,2,$201.00,0
Rental unit in Chicago · ★4.72 · 1 bedroom · 1 bed · 1 bath,473817080,Jaden,t,"Chicago, Illinois, United States",Lake View,1,$68.00,4.72
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,27006586,Diana,f,"Chicago, Illinois, United States",Lincoln Square,1,$111.00,5.0
Home in Chicago · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,474685383,Derrick,f,"Chicago, Illinois, United States",Oakland,6,$424.00,5.0
Rental unit in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 bath,473817080,Jaden,t,"Chicago, Illinois, United States",Lake View,1,$75.00,4.84
Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 bath,473817080,Jaden,t,"Chicago, Illinois, United States",Lake View,1,$49.00,4.87
Rental unit in Chicago · ★4.64 · 1 bedroom · 1 bed · 1 bath,473817080,Jaden,t,"Chicago, Illinois, United States",Lake View,1,$54.00,4.64
Rental unit in Chicago · ★4.78 · 2 bedrooms · 2 beds · 1 bath,473517586,Jamie,t,"Chicago, Illinois, United States",Lake View,2,$53.00,4.78
Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 bath,473817080,Jaden,t,"Chicago, Illinois, United States",Lake View,1,$64.00,4.83
Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1791276,Alexandria,t,"Chicago, Illinois, United States",West Town,2,$112.00,5.0
Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,2,$110.00,0
Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Lake View,2,$149.00,0
Home in Chicago · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,72589033,Zelalem,f,"Chicago, Illinois, United States",South Shore,1,$100.00,5.0
Townhouse in Chicago · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,389492778,Toy,f,"Chicago, Illinois, United States",Bridgeport,1,$88.00,4.86
Rental unit in Chicago · ★4.61 · 2 bedrooms · 2 beds · 1 bath,243035563,Studebecker,f,"Chicago, Illinois, United States",Near North Side,2,$182.00,4.61
Rental unit in Chicago · ★4.73 · Studio · 1 bed · 1 bath,435105119,Sonder (Chicago),f,"Chicago, Illinois, United States",Near North Side,1,$123.00,4.73
Rental unit in Chicago · ★4.50 · 2 bedrooms · 3 beds · 1.5 baths,435105119,Sonder (Chicago),f,"Chicago, Illinois, United States",Near North Side,3,$234.00,4.5
Rental unit in Chicago · ★4.51 · 1 bedroom · 1 bed · 1 bath,435105119,Sonder (Chicago),f,"Chicago, Illinois, United States",Near North Side,1,$144.00,4.51
Rental unit in Chicago · ★4.74 · 2 bedrooms · 2 beds · 1 bath,435105119,Sonder (Chicago),f,"Chicago, Illinois, United States",Near North Side,2,$244.00,4.74
Rental unit in Chicago · ★4.83 · 2 bedrooms · 3 beds · 2 baths,435105119,Sonder (Chicago),f,"Chicago, Illinois, United States",Near North Side,3,$316.00,4.83
Rental unit in Chicago · ★5.0 · 2 bedrooms · 3 beds · 3 baths,435105119,Sonder (Chicago),f,"Chicago, Illinois, United States",Near North Side,3,$211.00,5.0
Rental unit in Chicago · ★4.74 · 3 bedrooms · 3 beds · 2 baths,435105119,Sonder (Chicago),f,"Chicago, Illinois, United States",Near North Side,3,$343.00,4.74
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near West Side,1,$158.00,0
Rental unit in Chicago · ★4.52 · Studio · 1 bed · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",Near North Side,1,$81.00,4.52
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near South Side,1,$90.00,5.0
Rental unit in Chicago · ★4.77 · 1 bedroom · 1 bed · 1 bath,356154157,Jessie,t,"Chicago, Illinois, United States",Uptown,1,$54.00,4.77
Rental unit in Chicago · ★4.66 · 2 bedrooms · 2 beds · 1 bath,327709604,Kara And Alex,t,"Chicago, Illinois, United States",West Ridge,2,$50.00,4.66
Condo in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,457600543,Lauren,t,"Chicago, Illinois, United States",Logan Square,1,$135.00,4.96
Condo in Chicago · ★4.88 · 2 bedrooms · 3 beds · 1 bath,169297663,William,t,"Chicago, Illinois, United States",Logan Square,3,$84.00,4.88
Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 2 baths,248760412,Cloud9,t,"Chicago, Illinois, United States",Loop,2,$253.00,4.88
Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 2 baths,248760412,Cloud9,t,"Chicago, Illinois, United States",Loop,2,$266.00,4.94
Rental unit in Chicago · ★4.47 · 1 bedroom · 2 beds · 1 bath,232012343,Joslyn,f,"Chicago, Illinois, United States",Douglas,2,$650.00,4.47
Rental unit in Chicago · ★4.84 · Studio · 1 bed · 1 bath,473517586,Jamie,t,"Chicago, Illinois, United States",Uptown,1,$55.00,4.84
Home in Chicago · ★4.57 · 1 bedroom · 2 beds · 1 shared bath,468880306,Wanxiu,f,"Chicago, Illinois, United States",Clearing,2,$32.00,4.57
Rental unit in Chicago · 3 bedrooms · 3 beds · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Lincoln Park,3,$190.00,5.0
Rental unit in Chicago · ★4.56 · Studio · 1 bed · 1 bath,377947515,Zen,f,"Chicago, Illinois, United States",Hyde Park,1,$55.00,4.56
Rental unit in Chicago · ★New · 2 bedrooms · 2 beds · 1 bath,136980938,Rachel,f,"Chicago, Illinois, United States",Irving Park,2,$62.00,5.0
Rental unit in Chicago · ★4.88 · 2 bedrooms · 4 beds · 2 baths,212313279,Nicole And Matt,t,"Chicago, Illinois, United States",Near North Side,4,$123.00,4.88
Rental unit in Chicago · ★4.29 · Studio · 1 bed · 1 bath,377947515,Zen,f,"Chicago, Illinois, United States",Hyde Park,1,$55.00,4.29
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Edgewater,1,$120.00,0
